Corner column(o/p),Outer column(o/p),Inner Column(o/p),Beam(o/p),Span(i/p),Storey(i/p),Area(sqm)(i/p)
300x390,300x450,300x550,250x300,3,9,2025
300x380,300x440,300x550,250x300,3,9,2025
300x370,300x430,300x550,250x300,3,9,2025
300x360,300x420,300x550,250x300,3,9,2025
300x360,300x410,300x550,250x300,3,9,2025
380X700,380X750,380X800,250X350,4,9,2304
380X650,380X750,380X800,250X350,4,9,2304
380X600,380X750,380X800,250X350,4,9,2304
380X550,380X750,380X800,250X350,4,9,2304
380X500,380X750,380X800,250X350,4,9,2304
380X450,380X750,380X800,250X350,4,9,2304
380X500,380X750,380X750,250X350,4,9,2304
380X400,380X750,380X800,250X350,4,9,2304
380X400,380X750,380X780,250X350,4,9,2304
380x690,380X750,380x790,250x350,4,9,2304
380x680,380X750,380x780,250x350,4,9,2304
380x670,380X750,380x780,250x350,4,9,2304
380x660,380X750,380x780,250x350,4,9,2304
380x640,380X750,380x780,250x350,4,9,2304
380x630,380X750,380x780,250x350,4,9,2304
380x620,380X750,380x780,250x350,4,9,2304
380x610,380X750,380x780,250x350,4,9,2304
380x590,380X750,380x780,250x350,4,9,2304
380x580,380X750,380x780,250x350,4,9,2304
380x570,380X750,380x780,250x350,4,9,2304
380x560,380X750,380x780,250x350,4,9,2304
380x540,380X750,380x780,250x350,4,9,2304
380x530,380X750,380x780,250x350,4,9,2304
380x520,380X750,380x780,250x350,4,9,2304
380x510,380X750,380x780,250x350,4,9,2304
380x490,380X750,380x780,250x350,4,9,2304
380x480,380X750,380x780,250x350,4,9,2304
380x470,380X750,380x780,250x350,4,9,2304
380x460,380X750,380x780,250x350,4,9,2304
380x440,380X750,380x780,250x350,4,9,2304
380x430,380X750,380x780,250x350,4,9,2304
380x420,380X750,380x780,250x350,4,9,2304
380x410,380X750,380x780,250x350,4,9,2304
380X600,380X650,380X700,250X400,5,9,3600
380X550,380X650,380X700,250X400,5,9,3600
380X500,380X650,380X700,250X400,5,9,3600
380X450,380X650,380X700,250X400,5,9,3600
380X400,380X650,380X700,250X400,5,9,3600
380X350,380X650,380X700,250X400,5,9,3600
350X400,350X600,350X700,250X400,5,9,3600
350X400,350X550,350X700,250X400,5,9,3600
350X400,350X500,350X700,250X400,5,9,3600
350X400,350X450,350X700,250X400,5,9,3600
350X400,350X450,350X650,250X400,5,9,3600
350X400,350X450,350X600,250X400,5,9,3600
380x590,380x640,380x690,250x400,5,9,3600
380x580,380x630,380x680,250x400,5,9,3600
380x570,380x620,380x670,250x400,5,9,3600
380x560,380x610,380x660,250x400,5,9,3600
350x540,350x590,380x650,250x400,5,9,3600
350x530,350x580,350x640,250x400,5,9,3600
350x520,350x570,350x630,250x400,5,9,3600
350x510,350x560,350x620,250x400,5,9,3600
350x490,350x540,350x610,250x400,5,9,3600
350x480,350x530,350x600,250x400,5,9,3600
350x470,350x520,350x600,250x400,5,9,3600
350x460,350x510,350x600,250x400,5,9,3600
350x440,350x490,350x600,250x400,5,9,3600
350x430,350x480,350x600,250x400,5,9,3600
350x420,350x470,350x600,250x400,5,9,3600
350x410,350x460,350x600,250x400,5,9,3600
350x400,350x440,350x600,250x400,5,9,3600
350x400,350x430,350x600,250x400,5,9,3600
350x400,350x420,350x600,250x400,5,9,3600
